A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,target
0,(21.6..26.95],(-inf..1.11],2,(7.5..9.67],(3.33..4.5],(-inf..0.83],0,0,(-inf..3.67],0,3,(169.33..240.0],(-inf..60.83],1
1,(26.95..32.71],(2.92..5.42],2,(11.83..+inf),(7.83..+inf),(5.14..8.52],1,1,(-inf..3.67],0,2,(240.0..350.67],(224.67..564.5],1
0,(-inf..21.6],(1.11..2.92],2,(9.67..11.83],(3.33..4.5],(-inf..0.83],0,0,(-inf..3.67],0,2,(94.67..169.33],(-inf..60.83],0
1,(39.39..49.14],(-inf..1.11],1,(5.33..7.5],(3.33..4.5],(-inf..0.83],1,1,(-inf..3.67],0,2,(169.33..240.0],(564.5..1211.67],1
1,(39.39..49.14],(1.11..2.92],2,(5.33..7.5],(3.33..4.5],(0.83..1.86],1,1,(-inf..3.67],1,2,(-inf..94.67],(-inf..60.83],1
1,(49.14..+inf),(-inf..1.11],1,(3.17..5.33],(7.83..+inf),(3.06..5.14],1,0,(-inf..3.67],0,2,(169.33..240.0],(224.67..564.5],1
0,(21.6..26.95],(1.11..2.92],2,(7.5..9.67],(3.33..4.5],(0.83..1.86],0,0,(-inf..3.67],1,2,(94.67..169.33],(-inf..60.83],0
0,(-inf..21.6],(-inf..1.11],1,(5.33..7.5],(3.33..4.5],(-inf..0.83],1,0,(-inf..3.67],1,2,(94.67..169.33],(-inf..60.83],0
0,(-inf..21.6],(-inf..1.11],2,(9.67..11.83],(3.33..4.5],(0.83..1.86],0,1,(-inf..3.67],0,2,(169.33..240.0],(564.5..1211.67],1
1,(21.6..26.95],(-inf..1.11],2,(7.5..9.67],(3.33..4.5],(-inf..0.83],0,0,(-inf..3.67],0,2,(350.67..447.67],(-inf..60.83],0
1,(32.71..39.39],(-inf..1.11],2,(9.67..11.83],(3.33..4.5],(-inf..0.83],0,0,(-inf..3.67],0,2,(94.67..169.33],(-inf..60.83],0
1,(-inf..21.6],(2.92..5.42],2,(-inf..3.17],(3.33..4.5],(-inf..0.83],0,0,(-inf..3.67],1,2,(94.67..169.33],(-inf..60.83],0
1,(26.95..32.71],(-inf..1.11],1,(5.33..7.5],(3.33..4.5],(-inf..0.83],0,0,(-inf..3.67],0,2,(-inf..94.67],(-inf..60.83],0
1,(26.95..32.71],(-inf..1.11],1,(7.5..9.67],(3.33..4.5],(-inf..0.83],0,0,(-inf..3.67],0,2,(169.33..240.0],(60.83..224.67],0
1,(21.6..26.95],(1.11..2.92],2,(7.5..9.67],(3.33..4.5],(-inf..0.83],0,0,(-inf..3.67],1,2,(94.67..169.33],(-inf..60.83],0
0,(-inf..21.6],(5.42..9.47],2,(5.33..7.5],(3.33..4.5],(-inf..0.83],1,1,(-inf..3.67],0,2,(-inf..94.67],(564.5..1211.67],1
1,(49.14..+inf),(12.39..+inf),2,(-inf..3.17],(-inf..2.17],(8.52..+inf),1,1,(14.67..19.33],1,2,(-inf..94.67],(564.5..1211.67],1
1,(32.71..39.39],(-inf..1.11],1,(7.5..9.67],(3.33..4.5],(0.83..1.86],0,0,(-inf..3.67],1,2,(169.33..240.0],(60.83..224.67],1
1,(21.6..26.95],(1.11..2.92],1,(7.5..9.67],(3.33..4.5],(0.83..1.86],1,1,(3.67..7.33],1,2,(94.67..169.33],(3011.83..+inf),1
0,(21.6..26.95],(1.11..2.92],1,(3.17..5.33],(2.17..3.33],(-inf..0.83],0,0,(-inf..3.67],0,2,(94.67..169.33],(-inf..60.83],0
1,(26.95..32.71],(-inf..1.11],2,(5.33..7.5],(3.33..4.5],(-inf..0.83],1,0,(-inf..3.67],1,2,(169.33..240.0],(-inf..60.83],0
1,(32.71..39.39],(1.11..2.92],2,(11.83..+inf),(3.33..4.5],(-inf..0.83],0,0,(-inf..3.67],1,2,(-inf..94.67],(224.67..564.5],0
1,(26.95..32.71],(12.39..+inf),1,(-inf..3.17],(-inf..2.17],(-inf..0.83],0,1,(-inf..3.67],0,2,(94.67..169.33],(-inf..60.83],0
0,(-inf..21.6],(5.42..9.47],2,(9.67..11.83],(3.33..4.5],(1.86..3.06],1,1,(3.67..7.33],0,2,(169.33..240.0],(3011.83..+inf),1
0,(39.39..49.14],(1.11..2.92],2,(3.17..5.33],(2.17..3.33],(-inf..0.83],1,0,(-inf..3.67],1,2,(94.67..169.33],(-inf..60.83],0
1,(26.95..32.71],(-inf..1.11],1,(7.5..9.67],(7.83..+inf),(3.06..5.14],1,1,(-inf..3.67],1,2,(350.67..447.67],(3011.83..+inf),1
1,(39.39..49.14],(2.92..5.42],2,(-inf..3.17],(4.5..6.33],(0.83..1.86],1,0,(-inf..3.67],0,2,(-inf..94.67],(60.83..224.67],0
1,(32.71..39.39],(2.92..5.42],2,(11.83..+inf),(7.83..+inf),(3.06..5.14],1,0,(-inf..3.67],1,2,(447.67..+inf),(-inf..60.83],0
0,(-inf..21.6],(9.47..12.39],2,(-inf..3.17],(3.33..4.5],(-inf..0.83],0,0,(-inf..3.67],0,2,(-inf..94.67],(-inf..60.83],0
0,(-inf..21.6],(-inf..1.11],2,(-inf..3.17],(3.33..4.5],(-inf..0.83],0,1,(3.67..7.33],1,2,(169.33..240.0],(-inf..60.83],0
0,(-inf..21.6],(-inf..1.11],2,(9.67..11.83],(3.33..4.5],(0.83..1.86],1,1,(-inf..3.67],0,2,(-inf..94.67],(-inf..60.83],1
1,(-inf..21.6],(5.42..9.47],2,(7.5..9.67],(3.33..4.5],(-inf..0.83],0,0,(-inf..3.67],0,2,(-inf..94.67],(-inf..60.83],0
1,(26.95..32.71],(1.11..2.92],2,(7.5..9.67],(3.33..4.5],(0.83..1.86],0,0,(-inf..3.67],1,2,(240.0..350.67],(-inf..60.83],0
1,(26.95..32.71],(1.11..2.92],2,(7.5..9.67],(7.83..+inf),(-inf..0.83],1,1,(-inf..3.67],0,2,(169.33..240.0],(60.83..224.67],1
1,(21.6..26.95],(-inf..1.11],2,(5.33..7.5],(3.33..4.5],(-inf..0.83],0,0,(-inf..3.67],0,2,(169.33..240.0],(-inf..60.83],0
1,(21.6..26.95],(9.47..12.39],2,(7.5..9.67],(3.33..4.5],(1.86..3.06],1,1,(-inf..3.67],0,2,(-inf..94.67],(224.67..564.5],1
1,(32.71..39.39],(1.11..2.92],2,(3.17..5.33],(3.33..4.5],(-inf..0.83],0,0,(-inf..3.67],1,2,(240.0..350.67],(-inf..60.83],0
0,(32.71..39.39],(5.42..9.47],2,(9.67..11.83],(3.33..4.5],(-inf..0.83],1,0,(-inf..3.67],1,2,(169.33..240.0],(-inf..60.83],1
1,(39.39..49.14],(1.11..2.92],2,(3.17..5.33],(3.33..4.5],(-inf..0.83],1,0,(-inf..3.67],0,2,(94.67..169.33],(-inf..60.83],0
1,(21.6..26.95],(1.11..2.92],2,(-inf..3.17],(4.5..6.33],(-inf..0.83],0,0,(-inf..3.67],1,2,(447.67..+inf),(3011.83..+inf),0
1,(32.71..39.39],(1.11..2.92],2,(11.83..+inf),(3.33..4.5],(0.83..1.86],1,1,(-inf..3.67],1,2,(447.67..+inf),(3011.83..+inf),1
1,(26.95..32.71],(2.92..5.42],2,(7.5..9.67],(3.33..4.5],(8.52..+inf),1,0,(-inf..3.67],1,2,(-inf..94.67],(-inf..60.83],1
1,(32.71..39.39],(1.11..2.92],2,(-inf..3.17],(-inf..2.17],(-inf..0.83],0,0,(-inf..3.67],0,2,(-inf..94.67],(564.5..1211.67],0
1,(26.95..32.71],(5.42..9.47],2,(9.67..11.83],(4.5..6.33],(0.83..1.86],1,0,(-inf..3.67],1,1,(350.67..447.67],(-inf..60.83],0
1,(26.95..32.71],(-inf..1.11],2,(7.5..9.67],(3.33..4.5],(0.83..1.86],1,1,(7.33..11.0],0,2,(-inf..94.67],(224.67..564.5],1
0,(21.6..26.95],(1.11..2.92],2,(-inf..3.17],(-inf..2.17],(-inf..0.83],1,0,(-inf..3.67],0,2,(-inf..94.67],(-inf..60.83],0
1,(26.95..32.71],(1.11..2.92],1,(3.17..5.33],(-inf..2.17],(-inf..0.83],0,0,(-inf..3.67],0,2,(94.67..169.33],(-inf..60.83],0
1,(26.95..32.71],(1.11..2.92],2,(7.5..9.67],(3.33..4.5],(1.86..3.06],1,1,(7.33..11.0],1,2,(350.67..447.67],(-inf..60.83],1
1,(49.14..+inf),(1.11..2.92],2,(9.67..11.83],(3.33..4.5],(-inf..0.83],1,0,(-inf..3.67],1,2,(240.0..350.67],(-inf..60.83],1
1,(26.95..32.71],(2.92..5.42],2,(-inf..3.17],(3.33..4.5],(-inf..0.83],0,0,(-inf..3.67],1,2,(94.67..169.33],(-inf..60.83],0
1,(-inf..21.6],(2.92..5.42],1,(7.5..9.67],(3.33..4.5],(0.83..1.86],1,1,(-inf..3.67],1,2,(94.67..169.33],(564.5..1211.67],1
1,(26.95..32.71],(-inf..1.11],1,(-inf..3.17],(4.5..6.33],(-inf..0.83],1,1,(7.33..11.0],1,2,(94.67..169.33],(-inf..60.83],0
1,(-inf..21.6],(-inf..1.11],1,(7.5..9.67],(7.83..+inf),(-inf..0.83],0,0,(-inf..3.67],0,2,(240.0..350.67],(60.83..224.67],0
1,(-inf..21.6],(-inf..1.11],1,(7.5..9.67],(7.83..+inf),(-inf..0.83],0,0,(-inf..3.67],0,2,(240.0..350.67],(60.83..224.67],0
1,(32.71..39.39],(1.11..2.92],1,(7.5..9.67],(3.33..4.5],(-inf..0.83],1,1,(-inf..3.67],0,2,(-inf..94.67],(564.5..1211.67],1
1,(49.14..+inf),(5.42..9.47],2,(-inf..3.17],(-inf..2.17],(8.52..+inf),1,1,(7.33..11.0],1,2,(-inf..94.67],(224.67..564.5],1
0,(32.71..39.39],(1.11..2.92],2,(5.33..7.5],(3.33..4.5],(-inf..0.83],0,0,(-inf..3.67],0,2,(-inf..94.67],(224.67..564.5],0
1,(39.39..49.14],(1.11..2.92],2,(-inf..3.17],(3.33..4.5],(-inf..0.83],0,0,(-inf..3.67],0,2,(94.67..169.33],(-inf..60.83],0
0,(21.6..26.95],(1.11..2.92],2,(9.67..11.83],(7.83..+inf),(1.86..3.06],1,1,(3.67..7.33],1,2,(94.67..169.33],(1211.67..3011.83],1
1,(21.6..26.95],(1.11..2.92],1,(11.83..+inf),(3.33..4.5],(5.14..8.52],1,1,(-inf..3.67],0,2,(169.33..240.0],(-inf..60.83],1
0,(-inf..21.6],(-inf..1.11],2,(7.5..9.67],(3.33..4.5],(0.83..1.86],0,1,(-inf..3.67],1,2,(-inf..94.67],(-inf..60.83],0
1,(21.6..26.95],(2.92..5.42],1,(3.17..5.33],(3.33..4.5],(-inf..0.83],0,1,(-inf..3.67],1,2,(240.0..350.67],(60.83..224.67],0
0,(-inf..21.6],(1.11..2.92],2,(7.5..9.67],(3.33..4.5],(-inf..0.83],0,0,(-inf..3.67],0,2,(-inf..94.67],(-inf..60.83],0
1,(39.39..49.14],(1.11..2.92],2,(7.5..9.67],(3.33..4.5],(1.86..3.06],1,0,(-inf..3.67],1,2,(94.67..169.33],(-inf..60.83],0
1,(21.6..26.95],(1.11..2.92],2,(11.83..+inf),(3.33..4.5],(0.83..1.86],1,1,(-inf..3.67],1,2,(350.67..447.67],(-inf..60.83],1
1,(32.71..39.39],(2.92..5.42],2,(7.5..9.67],(3.33..4.5],(-inf..0.83],0,0,(-inf..3.67],1,2,(240.0..350.67],(-inf..60.83],1
1,(32.71..39.39],(2.92..5.42],2,(7.5..9.67],(3.33..4.5],(3.06..5.14],1,1,(11.0..14.67],0,2,(350.67..447.67],(1211.67..3011.83],1
1,(32.71..39.39],(12.39..+inf),2,(11.83..+inf),(6.33..7.83],(5.14..8.52],1,1,(7.33..11.0],1,2,(-inf..94.67],(60.83..224.67],1
0,(-inf..21.6],(9.47..12.39],2,(5.33..7.5],(3.33..4.5],(0.83..1.86],0,1,(7.33..11.0],1,2,(-inf..94.67],(-inf..60.83],0
1,(26.95..32.71],(9.47..12.39],2,(11.83..+inf),(3.33..4.5],(5.14..8.52],1,0,(-inf..3.67],0,2,(-inf..94.67],(-inf..60.83],1
1,(32.71..39.39],(-inf..1.11],1,(7.5..9.67],(3.33..4.5],(-inf..0.83],0,0,(-inf..3.67],1,2,(240.0..350.67],(-inf..60.83],0
1,(-inf..21.6],(9.47..12.39],2,(7.5..9.67],(3.33..4.5],(-inf..0.83],1,0,(-inf..3.67],0,2,(94.67..169.33],(-inf..60.83],0
0,(21.6..26.95],(12.39..+inf),1,(-inf..3.17],(-inf..2.17],(1.86..3.06],0,1,(-inf..3.67],1,2,(169.33..240.0],(-inf..60.83],0
0,(49.14..+inf),(2.92..5.42],2,(9.67..11.83],(7.83..+inf),(1.86..3.06],1,1,(3.67..7.33],0,2,(-inf..94.67],(224.67..564.5],1
0,(21.6..26.95],(5.42..9.47],2,(9.67..11.83],(3.33..4.5],(3.06..5.14],1,1,(7.33..11.0],0,2,(94.67..169.33],(224.67..564.5],1
0,(21.6..26.95],(-inf..1.11],1,(-inf..3.17],(-inf..2.17],(-inf..0.83],1,1,(-inf..3.67],0,2,(169.33..240.0],(60.83..224.67],0
0,(26.95..32.71],(-inf..1.11],2,(7.5..9.67],(3.33..4.5],(1.86..3.06],1,1,(3.67..7.33],1,2,(240.0..350.67],(1211.67..3011.83],1
1,(21.6..26.95],(9.47..12.39],2,(3.17..5.33],(3.33..4.5],(1.86..3.06],1,1,(-inf..3.67],1,2,(94.67..169.33],(-inf..60.83],0
1,(32.71..39.39],(-inf..1.11],2,(5.33..7.5],(3.33..4.5],(0.83..1.86],0,0,(-inf..3.67],0,1,(-inf..94.67],(-inf..60.83],0
1,(39.39..49.14],(1.11..2.92],2,(-inf..3.17],(4.5..6.33],(3.06..5.14],0,0,(-inf..3.67],0,2,(169.33..240.0],(-inf..60.83],1
1,(21.6..26.95],(-inf..1.11],2,(5.33..7.5],(3.33..4.5],(-inf..0.83],0,1,(3.67..7.33],0,2,(240.0..350.67],(1211.67..3011.83],0
1,(21.6..26.95],(2.92..5.42],2,(7.5..9.67],(7.83..+inf),(1.86..3.06],0,1,(-inf..3.67],1,2,(350.67..447.67],(-inf..60.83],0
0,(26.95..32.71],(-inf..1.11],2,(5.33..7.5],(7.83..+inf),(-inf..0.83],0,1,(-inf..3.67],1,2,(240.0..350.67],(60.83..224.67],0
0,(49.14..+inf),(-inf..1.11],2,(7.5..9.67],(3.33..4.5],(-inf..0.83],0,0,(-inf..3.67],0,3,(169.33..240.0],(-inf..60.83],1
0,(39.39..49.14],(-inf..1.11],2,(9.67..11.83],(3.33..4.5],(-inf..0.83],0,0,(-inf..3.67],1,2,(240.0..350.67],(-inf..60.83],0
0,(26.95..32.71],(1.11..2.92],2,(7.5..9.67],(3.33..4.5],(0.83..1.86],1,1,(14.67..19.33],0,2,(94.67..169.33],(1211.67..3011.83],1
0,(49.14..+inf),(-inf..1.11],1,(-inf..3.17],(-inf..2.17],(-inf..0.83],0,0,(-inf..3.67],0,2,(-inf..94.67],(-inf..60.83],0
0,(32.71..39.39],(2.92..5.42],2,(9.67..11.83],(3.33..4.5],(3.06..5.14],1,0,(-inf..3.67],1,2,(-inf..94.67],(3011.83..+inf),1
1,(21.6..26.95],(12.39..+inf),2,(7.5..9.67],(3.33..4.5],(-inf..0.83],0,1,(-inf..3.67],0,2,(-inf..94.67],(3011.83..+inf),0
1,(26.95..32.71],(-inf..1.11],1,(3.17..5.33],(3.33..4.5],(-inf..0.83],0,0,(-inf..3.67],0,2,(169.33..240.0],(1211.67..3011.83],0
1,(-inf..21.6],(2.92..5.42],1,(3.17..5.33],(3.33..4.5],(-inf..0.83],0,0,(-inf..3.67],0,2,(94.67..169.33],(60.83..224.67],0
1,(39.39..49.14],(2.92..5.42],2,(9.67..11.83],(3.33..4.5],(3.06..5.14],1,0,(-inf..3.67],0,1,(-inf..94.67],(-inf..60.83],1
1,(39.39..49.14],(-inf..1.11],2,(-inf..3.17],(-inf..2.17],(-inf..0.83],1,0,(-inf..3.67],0,2,(94.67..169.33],(-inf..60.83],0
1,(21.6..26.95],(9.47..12.39],2,(11.83..+inf),(3.33..4.5],(-inf..0.83],1,1,(3.67..7.33],0,2,(94.67..169.33],(-inf..60.83],1
1,(-inf..21.6],(9.47..12.39],2,(7.5..9.67],(4.5..6.33],(-inf..0.83],0,1,(-inf..3.67],1,2,(169.33..240.0],(-inf..60.83],0
1,(32.71..39.39],(1.11..2.92],2,(3.17..5.33],(3.33..4.5],(3.06..5.14],1,1,(3.67..7.33],0,2,(94.67..169.33],(1211.67..3011.83],1
1,(21.6..26.95],(-inf..1.11],2,(9.67..11.83],(3.33..4.5],(3.06..5.14],1,1,(-inf..3.67],1,2,(447.67..+inf),(1211.67..3011.83],1
1,(32.71..39.39],(2.92..5.42],1,(7.5..9.67],(7.83..+inf),(1.86..3.06],1,1,(-inf..3.67],1,2,(169.33..240.0],(3011.83..+inf),1
1,(-inf..21.6],(-inf..1.11],1,(11.83..+inf),(6.33..7.83],(-inf..0.83],0,0,(-inf..3.67],1,2,(94.67..169.33],(-inf..60.83],0
1,(-inf..21.6],(-inf..1.11],2,(7.5..9.67],(3.33..4.5],(-inf..0.83],0,0,(-inf..3.67],0,2,(-inf..94.67],(-inf..60.83],1
1,(39.39..49.14],(5.42..9.47],2,(7.5..9.67],(7.83..+inf),(8.52..+inf),1,1,(7.33..11.0],0,2,(169.33..240.0],(1211.67..3011.83],1
0,(21.6..26.95],(9.47..12.39],2,(11.83..+inf),(3.33..4.5],(-inf..0.83],1,0,(-inf..3.67],0,2,(-inf..94.67],(1211.67..3011.83],1
0,(-inf..21.6],(9.47..12.39],1,(9.67..11.83],(7.83..+inf),(-inf..0.83],0,0,(-inf..3.67],0,2,(240.0..350.67],(-inf..60.83],0
0,(-inf..21.6],(9.47..12.39],2,(11.83..+inf),(7.83..+inf),(-inf..0.83],1,1,(-inf..3.67],1,2,(-inf..94.67],(-inf..60.83],1
0,(-inf..21.6],(-inf..1.11],2,(7.5..9.67],(3.33..4.5],(-inf..0.83],1,1,(3.67..7.33],1,2,(94.67..169.33],(-inf..60.83],0
1,(21.6..26.95],(-inf..1.11],2,(7.5..9.67],(7.83..+inf),(1.86..3.06],0,0,(-inf..3.67],1,2,(94.67..169.33],(-inf..60.83],1
0,(32.71..39.39],(2.92..5.42],2,(7.5..9.67],(3.33..4.5],(1.86..3.06],0,0,(-inf..3.67],0,2,(447.67..+inf),(-inf..60.83],0
0,(26.95..32.71],(1.11..2.92],1,(9.67..11.83],(7.83..+inf),(1.86..3.06],0,0,(-inf..3.67],0,2,(240.0..350.67],(-inf..60.83],0
0,(26.95..32.71],(2.92..5.42],2,(-inf..3.17],(3.33..4.5],(1.86..3.06],1,0,(-inf..3.67],1,2,(240.0..350.67],(-inf..60.83],0
1,(21.6..26.95],(9.47..12.39],2,(7.5..9.67],(3.33..4.5],(1.86..3.06],1,1,(14.67..19.33],0,2,(169.33..240.0],(564.5..1211.67],1
0,(-inf..21.6],(-inf..1.11],3,(11.83..+inf),(-inf..2.17],(8.52..+inf),0,0,(-inf..3.67],1,1,(240.0..350.67],(-inf..60.83],1
1,(21.6..26.95],(12.39..+inf),2,(-inf..3.17],(4.5..6.33],(-inf..0.83],0,0,(-inf..3.67],1,2,(169.33..240.0],(-inf..60.83],0
0,(21.6..26.95],(1.11..2.92],2,(9.67..11.83],(3.33..4.5],(0.83..1.86],1,1,(-inf..3.67],0,2,(169.33..240.0],(-inf..60.83],0
1,(39.39..49.14],(-inf..1.11],2,(7.5..9.67],(7.83..+inf),(-inf..0.83],1,1,(3.67..7.33],0,2,(169.33..240.0],(564.5..1211.67],1
1,(21.6..26.95],(9.47..12.39],2,(9.67..11.83],(7.83..+inf),(0.83..1.86],1,0,(-inf..3.67],1,2,(94.67..169.33],(-inf..60.83],1
0,(26.95..32.71],(-inf..1.11],1,(11.83..+inf),(3.33..4.5],(0.83..1.86],0,0,(-inf..3.67],0,2,(240.0..350.67],(-inf..60.83],0
1,(21.6..26.95],(12.39..+inf),2,(7.5..9.67],(3.33..4.5],(0.83..1.86],1,0,(-inf..3.67],1,2,(240.0..350.67],(-inf..60.83],0
0,(-inf..21.6],(2.92..5.42],1,(-inf..3.17],(-inf..2.17],(-inf..0.83],0,0,(-inf..3.67],0,2,(-inf..94.67],(-inf..60.83],0
1,(21.6..26.95],(12.39..+inf),1,(5.33..7.5],(3.33..4.5],(-inf..0.83],0,0,(-inf..3.67],1,2,(94.67..169.33],(224.67..564.5],0
1,(32.71..39.39],(1.11..2.92],2,(7.5..9.67],(4.5..6.33],(-inf..0.83],1,0,(-inf..3.67],1,2,(94.67..169.33],(-inf..60.83],0
1,(21.6..26.95],(-inf..1.11],2,(5.33..7.5],(3.33..4.5],(-inf..0.83],0,0,(-inf..3.67],0,1,(-inf..94.67],(-inf..60.83],0
0,(26.95..32.71],(12.39..+inf),2,(11.83..+inf),(7.83..+inf),(3.06..5.14],1,1,(-inf..3.67],0,2,(94.67..169.33],(-inf..60.83],1
1,(21.6..26.95],(-inf..1.11],2,(7.5..9.67],(3.33..4.5],(0.83..1.86],1,0,(-inf..3.67],0,1,(240.0..350.67],(-inf..60.83],1
1,(39.39..49.14],(-inf..1.11],2,(11.83..+inf),(3.33..4.5],(1.86..3.06],1,0,(-inf..3.67],0,2,(447.67..+inf),(564.5..1211.67],1
0,(21.6..26.95],(12.39..+inf),2,(9.67..11.83],(7.83..+inf),(0.83..1.86],0,0,(-inf..3.67],0,2,(240.0..350.67],(-inf..60.83],0
1,(26.95..32.71],(2.92..5.42],2,(7.5..9.67],(3.33..4.5],(-inf..0.83],0,0,(-inf..3.67],0,2,(169.33..240.0],(-inf..60.83],0
1,(39.39..49.14],(12.39..+inf),2,(7.5..9.67],(3.33..4.5],(0.83..1.86],1,1,(-inf..3.67],0,2,(94.67..169.33],(-inf..60.83],1
1,(39.39..49.14],(1.11..2.92],1,(5.33..7.5],(3.33..4.5],(-inf..0.83],0,0,(-inf..3.67],0,1,(350.67..447.67],(-inf..60.83],0
1,(-inf..21.6],(9.47..12.39],2,(-inf..3.17],(-inf..2.17],(-inf..0.83],0,0,(-inf..3.67],0,2,(-inf..94.67],(-inf..60.83],0
0,(49.14..+inf),(12.39..+inf),2,(9.67..11.83],(3.33..4.5],(8.52..+inf),1,0,(-inf..3.67],1,2,(-inf..94.67],(3011.83..+inf),1
1,(21.6..26.95],(1.11..2.92],2,(7.5..9.67],(7.83..+inf),(0.83..1.86],1,0,(-inf..3.67],0,2,(350.67..447.67],(60.83..224.67],1
1,(-inf..21.6],(1.11..2.92],2,(7.5..9.67],(6.33..7.83],(0.83..1.86],0,1,(-inf..3.67],1,2,(94.67..169.33],(564.5..1211.67],0
1,(32.71..39.39],(-inf..1.11],2,(7.5..9.67],(3.33..4.5],(-inf..0.83],0,0,(-inf..3.67],0,3,(169.33..240.0],(-inf..60.83],1
1,(49.14..+inf),(12.39..+inf),2,(-inf..3.17],(-inf..2.17],(-inf..0.83],1,0,(-inf..3.67],1,2,(-inf..94.67],(-inf..60.83],1
0,(21.6..26.95],(1.11..2.92],2,(11.83..+inf),(7.83..+inf),(0.83..1.86],1,0,(-inf..3.67],0,2,(350.67..447.67],(-inf..60.83],1
0,(21.6..26.95],(12.39..+inf),2,(9.67..11.83],(7.83..+inf),(3.06..5.14],1,1,(-inf..3.67],0,2,(-inf..94.67],(3011.83..+inf),1
0,(21.6..26.95],(9.47..12.39],1,(9.67..11.83],(3.33..4.5],(1.86..3.06],1,0,(-inf..3.67],1,2,(240.0..350.67],(-inf..60.83],0
1,(49.14..+inf),(12.39..+inf),2,(-inf..3.17],(4.5..6.33],(8.52..+inf),1,1,(14.67..19.33],1,2,(-inf..94.67],(-inf..60.83],1
1,(-inf..21.6],(9.47..12.39],2,(5.33..7.5],(3.33..4.5],(-inf..0.83],0,0,(-inf..3.67],0,2,(-inf..94.67],(224.67..564.5],0
1,(32.71..39.39],(5.42..9.47],2,(5.33..7.5],(3.33..4.5],(0.83..1.86],1,1,(3.67..7.33],1,2,(94.67..169.33],(564.5..1211.67],1
0,(39.39..49.14],(12.39..+inf),2,(-inf..3.17],(4.5..6.33],(5.14..8.52],1,1,(7.33..11.0],1,2,(-inf..94.67],(-inf..60.83],1
1,(21.6..26.95],(5.42..9.47],2,(7.5..9.67],(3.33..4.5],(0.83..1.86],1,1,(-inf..3.67],0,2,(-inf..94.67],(-inf..60.83],1
1,(-inf..21.6],(-inf..1.11],2,(-inf..3.17],(-inf..2.17],(-inf..0.83],0,1,(-inf..3.67],0,2,(240.0..350.67],(564.5..1211.67],0
1,(39.39..49.14],(1.11..2.92],2,(-inf..3.17],(4.5..6.33],(-inf..0.83],0,0,(-inf..3.67],0,1,(240.0..350.67],(-inf..60.83],0
1,(-inf..21.6],(5.42..9.47],2,(9.67..11.83],(3.33..4.5],(0.83..1.86],0,0,(-inf..3.67],0,2,(447.67..+inf),(-inf..60.83],0
1,(21.6..26.95],(-inf..1.11],2,(7.5..9.67],(4.5..6.33],(-inf..0.83],1,0,(-inf..3.67],0,2,(240.0..350.67],(-inf..60.83],1
1,(21.6..26.95],(-inf..1.11],2,(3.17..5.33],(3.33..4.5],(0.83..1.86],0,1,(7.33..11.0],0,1,(-inf..94.67],(-inf..60.83],0
1,(49.14..+inf),(1.11..2.92],2,(7.5..9.67],(3.33..4.5],(1.86..3.06],0,0,(-inf..3.67],1,2,(240.0..350.67],(-inf..60.83],0
